england-premier-league-players-2018-to-2019-stats
full_name,age,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,yellow_cards_overall,red_cards_overall
Aaron Cresswell,31,1989/12/15,Premier League,2018/2019,Defender,West Ham United,1589,888,701,England,20,11,9,0,0,0,1,1,0,0,0,3,2,1,1,0
Aaron Lennon,33,1987/04/16,Premier League,2018/2019,Midfielder,Burnley,1217,487,730,England,16,7,9,1,1,0,1,1,0,0,0,4,2,2,1,0
Aaron Mooy,30,1990/09/15,Premier League,2018/2019,Midfielder,Huddersfield Town,2327,1190,1137,Australia,29,15,14,3,1,2,1,0,1,1,0,4,3,1,4,0
Aaron Ramsey,30,1990/12/26,Premier League,2018/2019,Midfielder,Arsenal,1327,689,638,Wales,28,14,14,4,2,2,6,5,1,0,0,7,6,1,0,0
Aaron Rowe,20,2000/09/07,Premier League,2018/2019,Forward,Huddersfield Town,69,14,55,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Wan-Bissaka,23,1997/11/26,Premier League,2018/2019,Midfielder,Crystal Palace,3135,1605,1530,England,35,18,17,0,0,0,3,1,2,0,0,12,7,5,5,1
Abdelhamid Sabiri,24,1996/11/28,Premier League,2018/2019,Midfielder,Huddersfield Town,49,0,49,Morocco,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdoulaye Doucouré,28,1993/01/01,Premier League,2018/2019,Midfielder,Watford,3062,1566,1496,France,35,18,17,5,3,2,6,2,4,0,0,5,3,2,7,0
Aboubakar Kamara,26,1995/03/07,Premier League,2018/2019,Forward,Fulham,687,468,219,France,13,8,5,3,1,2,0,0,0,1,1,2,1,1,2,0
Adalberto Peñaranda Maestre,23,1997/05/31,Premier League,2018/2019,Forward,Watford,0,0,0,Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam David Lallana,32,1988/05/10,Premier League,2018/2019,Midfielder,Liverpool,465,189,276,England,13,6,7,0,0,0,0,0,0,0,0,6,1,5,1,0
Adam Masina,27,1994/01/02,Premier League,2018/2019,Defender,Watford,1003,463,540,Italy,14,7,7,0,0,0,1,1,0,0,0,2,1,1,5,0
Adam Smith,29,1991/04/29,Premier League,2018/2019,Defender,AFC Bournemouth,2073,1051,1022,England,25,12,13,1,1,0,1,0,1,0,0,9,5,4,6,1
Adama Diakhaby,24,1996/07/05,Premier League,2018/2019,Forward,Huddersfield Town,551,345,206,France,12,8,4,0,0,0,0,0,0,0,0,1,1,0,1,0
Adama Traoré Diarra,25,1996/01/25,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,890,315,575,Spain,29,12,17,1,0,1,1,1,0,0,0,6,4,2,1,0
Ademola Lookman,23,1997/10/20,Premier League,2018/2019,Forward,Everton,601,334,267,England,21,11,10,0,0,0,2,2,0,0,0,8,5,3,0,0
Adrian Mariappa,34,1986/10/03,Premier League,2018/2019,Defender,Watford,1921,841,1080,Jamaica,26,12,14,0,0,0,0,0,0,0,0,6,3,3,3,0
Adrián San Miguel del Castillo,34,1987/01/03,Premier League,2018/2019,Goalkeeper,West Ham United,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrien Sebastian Perruchet Silva,32,1989/03/15,Premier League,2018/2019,Midfielder,Leicester City,88,8,80,Portugal,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Ainsley Maitland-Niles,23,1997/08/29,Premier League,2018/2019,Midfielder,Arsenal,985,462,523,England,16,7,9,1,0,1,1,0,1,0,0,4,3,1,3,1
Alberto Moreno,28,1992/07/05,Premier League,2018/2019,Defender,Liverpool,155,90,65,Spain,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleksandar Mitrović,26,1994/09/16,Premier League,2018/2019,Forward,Fulham,3282,1616,1666,Serbia,37,18,19,11,8,3,3,2,1,1,0,5,3,2,7,0
Alex Iwobi,24,1996/05/03,Premier League,2018/2019,Forward,Arsenal,1972,742,1230,Nigeria,35,18,17,3,1,2,6,3,3,0,0,8,7,1,0,0
Alex McCarthy,31,1989/12/03,Premier League,2018/2019,Goalkeeper,Southampton,2250,1170,1080,England,25,13,12,0,0,0,0,0,0,0,0,4,2,2,1,0
Alex Oxlade-Chamberlain,27,1993/08/15,Premier League,2018/2019,Midfielder,Liverpool,19,19,0,England,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Alex Pritchard,27,1993/05/03,Premier League,2018/2019,Midfielder,Huddersfield Town,2092,992,1100,England,30,14,16,2,1,1,0,0,0,0,0,4,2,2,2,0
Alex Smithies,31,1990/03/05,Premier League,2018/2019,Goalkeeper,Cardiff City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Sørloth,25,1995/12/05,Premier League,2018/2019,Forward,Crystal Palace,173,121,52,Norway,12,8,4,0,0,0,0,0,0,0,0,4,3,1,0,0
Alexandre Lacazette,29,1991/05/28,Premier League,2018/2019,Forward,Arsenal,2503,1403,1100,France,35,19,16,13,9,4,8,4,4,0,0,7,7,0,2,0
Alexandre Nascimento Costa Silva,24,1997/03/16,Premier League,2018/2019,Forward,West Ham United,17,0,17,Portugal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis Sanchez,32,1988/12/19,Premier League,2018/2019,Forward,Manchester United,877,387,490,Chile,20,10,10,1,1,0,3,0,3,0,0,6,2,4,3,0
Alfie Jones,23,1997/10/07,Premier League,2018/2019,Defender,Southampton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie Mawson,27,1994/01/19,Premier League,2018/2019,Defender,Fulham,1131,547,584,England,15,8,7,0,0,0,0,0,0,0,0,3,2,1,2,0
Alfie Whiteman,22,1998/10/02,Premier League,2018/2019,Goalkeeper,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ali Koiki,20,2000/08/22,Premier League,2018/2019,Defender,Burnley,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alireza Jahanbakhsh,27,1993/08/11,Premier League,2018/2019,Forward,Brighton & Hove Albion,1022,494,528,Iran,19,9,10,0,0,0,0,0,0,0,0,4,3,1,2,0
Alisson Becker,28,1992/10/02,Premier League,2018/2019,Goalkeeper,Liverpool,3420,1710,1710,Brazil,38,19,19,0,0,0,0,0,0,0,0,21,12,9,1,0
Alvaro Morata,28,1992/10/23,Premier League,2018/2019,Forward,Chelsea,943,530,413,Spain,16,8,8,5,3,2,0,0,0,0,0,9,4,5,3,0
Ander Herrera,31,1989/08/14,Premier League,2018/2019,Midfielder,Manchester United,1404,617,787,Spain,22,10,12,2,0,2,3,3,0,0,0,6,1,5,4,0
André Filipe Tavares Gomes,27,1993/07/30,Premier League,2018/2019,Midfielder,Everton,1986,972,1014,Portugal,27,13,14,1,1,0,1,1,0,0,0,10,6,4,7,0
Andre Gray,29,1991/06/26,Premier League,2018/2019,Forward,Watford,1358,809,549,England,29,15,14,7,5,2,2,2,0,0,0,5,3,2,2,0
André Schürrle,30,1990/11/06,Premier League,2018/2019,Midfielder,Fulham,1650,829,821,Germany,24,12,12,6,3,3,0,0,0,0,0,1,0,1,2,0
André-Frank Zambo Anguissa,25,1995/11/16,Premier League,2018/2019,Midfielder,Fulham,1518,587,931,Cameroon,22,10,12,0,0,0,0,0,0,0,0,3,2,1,3,1
Andreas Christensen,24,1996/04/10,Premier League,2018/2019,Defender,Chelsea,615,360,255,Denmark,8,4,4,0,0,0,0,0,0,0,0,3,3,0,1,0
Andreas Pereira,25,1996/01/01,Premier League,2018/2019,Midfielder,Manchester United,595,521,74,Brazil,15,10,5,1,1,0,1,1,0,0,0,1,1,0,5,0
Andrew Robertson,27,1994/03/11,Premier League,2018/2019,Defender,Liverpool,3219,1599,1620,Scotland,36,18,18,0,0,0,11,9,2,0,0,21,12,9,4,0
Andrew Surman,34,1986/08/20,Premier League,2018/2019,Midfielder,AFC Bournemouth,1438,526,912,England,18,7,11,0,0,0,0,0,0,0,0,5,3,2,2,0
Andriy Yarmolenko,31,1989/10/23,Premier League,2018/2019,Forward,West Ham United,459,269,190,Ukraine,9,5,4,2,0,2,0,0,0,0,0,1,1,0,2,0
Andros Townsend,29,1991/07/16,Premier League,2018/2019,Midfielder,Crystal Palace,3018,1571,1447,England,38,19,19,6,2,4,4,2,2,0,0,12,7,5,1,0
Andy Carroll,32,1989/01/06,Premier League,2018/2019,Forward,West Ham United,454,180,274,England,12,6,6,0,0,0,0,0,0,0,0,2,1,1,2,0
Angel Gomes,20,2000/08/31,Premier League,2018/2019,Midfielder,Manchester United,25,25,0,England,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo Ogbonna,32,1988/05/23,Premier League,2018/2019,Defender,West Ham United,1870,956,914,Italy,24,12,12,1,1,0,1,1,0,0,0,3,2,1,2,0
Angus Gunn,25,1996/01/22,Premier League,2018/2019,Goalkeeper,Southampton,1080,540,540,England,12,6,6,0,0,0,0,0,0,0,0,3,1,2,0,0
Anthony Driscoll-Glennon,21,1999/11/26,Premier League,2018/2019,Defender,Burnley,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Knockaert,29,1991/11/20,Premier League,2018/2019,Midfielder,Brighton & Hove Albion,1832,982,850,France,30,16,14,2,1,1,6,5,1,0,0,3,3,0,5,1
Anthony Martial,25,1995/12/05,Premier League,2018/2019,Forward,Manchester United,1623,743,880,France,27,11,16,10,4,6,2,1,1,1,0,5,1,4,2,0
Antonio Barreca,26,1995/03/18,Premier League,2018/2019,Defender,Newcastle United,4,0,4,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Rüdiger,28,1993/03/03,Premier League,2018/2019,Defender,Chelsea,2874,1350,1524,Germany,33,15,18,1,1,0,0,0,0,0,0,12,7,5,7,0
Antonio Valencia,35,1985/08/04,Premier League,2018/2019,Defender,Manchester United,466,196,270,Ecuador,6,3,3,0,0,0,0,0,0,0,0,2,0,2,2,0
Arijanet Muric,22,1998/11/07,Premier League,2018/2019,Goalkeeper,Manchester City,0,0,0,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aron Einar Gunnarsson,31,1989/04/22,Premier League,2018/2019,Midfielder,Cardiff City,2274,1240,1034,Iceland,28,14,14,1,1,0,1,1,0,0,0,8,4,4,5,0
Arthur Masuaku,27,1993/11/07,Premier League,2018/2019,Defender,West Ham United,1756,822,934,France,23,11,12,0,0,0,1,1,0,0,0,6,3,3,2,0
Artur Boruc,41,1980/02/20,Premier League,2018/2019,Goalkeeper,AFC Bournemouth,1080,540,540,Poland,12,6,6,0,0,0,0,0,0,0,0,4,2,2,2,0
Ashley Barnes,31,1989/10/30,Premier League,2018/2019,Forward,Burnley,2400,1307,1093,England,37,19,18,12,6,6,2,1,1,2,0,8,5,3,8,0
Ashley Westwood,31,1990/04/01,Premier League,2018/2019,Midfielder,Burnley,2822,1530,1292,England,34,18,16,2,0,2,7,2,5,0,0,7,5,2,5,0
Ashley Young,35,1985/07/09,Premier League,2018/2019,Midfielder,Manchester United,2568,1207,1361,England,30,14,16,2,1,1,2,2,0,0,0,4,2,2,10,1
Asmir Begović,33,1987/06/20,Premier League,2018/2019,Goalkeeper,AFC Bournemouth,2160,1080,1080,Bosnia and Herzegovina,24,12,12,0,0,0,0,0,0,0,0,5,3,2,0,0
Aymeric Laporte,26,1994/05/27,Premier League,2018/2019,Defender,Manchester City,3057,1526,1531,France,35,17,18,3,0,3,3,3,0,0,0,18,8,10,3,0
Ayoze Perez,27,1993/07/29,Premier League,2018/2019,Forward,Newcastle United,2929,1526,1403,Spain,37,19,18,12,9,3,2,1,1,0,0,11,5,6,2,0
Bakary Sako,32,1988/04/26,Premier League,2018/2019,Midfielder,Crystal Palace,25,8,17,Mali,4,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Bakayo Sako,0,1970/01/01,Premier League,2018/2019,Midfielder,Arsenal,7,7,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Chilwell,24,1996/12/21,Premier League,2018/2019,Defender,Leicester City,3240,1620,1620,England,36,18,18,0,0,0,4,1,3,0,0,10,6,4,4,0
Ben Davies,27,1993/04/24,Premier League,2018/2019,Defender,Tottenham Hotspur,1839,916,923,Wales,27,13,14,0,0,0,0,0,0,0,0,10,6,4,2,0
Ben Foster,37,1983/04/03,Premier League,2018/2019,Goalkeeper,Watford,3420,1710,1710,England,38,19,19,0,0,0,0,0,0,0,0,7,4,3,1,0
Ben Gibson,28,1993/01/15,Premier League,2018/2019,Defender,Burnley,63,63,0,England,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Ben Hamer,33,1987/11/20,Premier League,2018/2019,Goalkeeper,Huddersfield Town,553,283,270,England,7,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0
Ben Mee,31,1989/09/21,Premier League,2018/2019,Defender,Burnley,3420,1710,1710,England,38,19,19,0,0,0,2,1,1,0,0,8,5,3,9,0
Ben White,23,1997/10/08,Premier League,2018/2019,Defender,Brighton & Hove Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Wilmot,21,1999/11/04,Premier League,2018/2019,Defender,Watford,26,0,26,England,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0
Benjamin Johnson,21,2000/01/24,Premier League,2018/2019,Forward,West Ham United,63,0,63,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin Mendy,26,1994/07/17,Premier League,2018/2019,Defender,Manchester City,900,450,450,France,10,5,5,0,0,0,5,3,2,0,0,4,1,3,1,0
Beram Kayal,32,1988/05/02,Premier League,2018/2019,Midfielder,Brighton & Hove Albion,934,494,440,Israel,18,9,9,1,0,1,1,1,0,0,0,5,3,2,4,0
Bernard Anício Caldeira Duarte,28,1992/09/08,Premier League,2018/2019,Midfielder,Everton,2128,960,1168,Brazil,34,16,18,1,0,1,3,1,2,0,0,14,9,5,5,0
Bernardo,25,1995/05/14,Premier League,2018/2019,Defender,Brighton & Hove Albion,1750,990,760,Brazil,22,11,11,0,0,0,1,1,0,0,0,4,2,2,4,0
Bernardo Silva,26,1994/08/10,Premier League,2018/2019,Midfielder,Manchester City,2853,1470,1383,Portugal,36,18,18,7,2,5,7,4,3,0,0,18,8,10,3,0
Bernd Leno,29,1992/03/04,Premier League,2018/2019,Goalkeeper,Arsenal,2835,1395,1440,Germany,32,16,16,0,0,0,0,0,0,0,0,7,6,1,0,0
Bobby Reid,28,1993/02/02,Premier League,2018/2019,Midfielder,Cardiff City,1422,725,697,England,27,11,16,5,4,1,2,1,1,1,0,6,2,4,0,0
Brian Murphy,37,1983/05/07,Premier League,2018/2019,Goalkeeper,Cardiff City,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bright Enobakhare,23,1998/02/08,Premier League,2018/2019,Forward,Wolverhampton Wanderers,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Écuélé Manga,32,1988/07/16,Premier League,2018/2019,Defender,Cardiff City,3375,1710,1665,Gabon,38,19,19,0,0,0,1,1,0,0,0,10,5,5,0,0
Bruno Saltor Grau,40,1980/10/01,Premier League,2018/2019,Defender,Brighton & Hove Albion,1136,534,602,Spain,14,6,8,0,0,0,1,1,0,0,0,4,2,2,2,0
Caglar Söyüncü,24,1996/05/23,Premier League,2018/2019,Defender,Leicester City,371,191,180,Turkey,6,4,2,0,0,0,0,0,0,0,0,2,2,0,1,0
Callum Hudson-Odoi,20,2000/11/07,Premier League,2018/2019,Midfielder,Chelsea,391,267,124,England,10,6,4,0,0,0,1,1,0,0,0,3,3,0,0,0
Callum Paterson,26,1994/10/13,Premier League,2018/2019,Defender,Cardiff City,1996,1024,972,Scotland,27,14,13,4,3,1,1,0,1,0,0,7,5,2,4,0
Callum Roberts,23,1997/04/14,Premier League,2018/2019,Forward,Newcastle United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Slattery,22,1999/02/08,Premier League,2018/2019,Midfielder,Southampton,110,6,104,England,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Wilson,29,1992/02/27,Premier League,2018/2019,Forward,AFC Bournemouth,2535,1324,1211,England,30,15,15,14,5,9,9,4,5,1,1,9,5,4,3,0
Calum Chambers,26,1995/01/20,Premier League,2018/2019,Defender,Fulham,2587,1458,1129,England,31,17,14,2,2,0,0,0,0,0,0,5,3,2,9,0
Cameron John,21,1999/08/24,Premier League,2018/2019,Defender,Wolverhampton Wanderers,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl Jenkinson,29,1992/02/08,Premier League,2018/2019,Defender,Arsenal,166,166,0,England,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Sánchez,35,1986/02/06,Premier League,2018/2019,Midfielder,West Ham United,240,120,120,Colombia,7,4,3,0,0,0,0,0,0,0,0,2,2,0,0,0
Cedric Soares,29,1991/08/31,Premier League,2018/2019,Defender,Southampton,1494,651,843,Portugal,18,8,10,1,1,0,2,0,2,0,0,5,2,3,4,0
Cenk Tosun,29,1991/06/07,Premier League,2018/2019,Forward,Everton,1050,536,514,Turkey,25,13,12,3,2,1,3,1,2,0,0,7,4,3,3,0
Cesar Azpilicueta,31,1989/08/28,Premier League,2018/2019,Defender,Chelsea,3403,1693,1710,Spain,38,19,19,1,0,1,5,3,2,0,0,16,10,6,4,0
Cesc Fabregas,33,1987/05/04,Premier League,2018/2019,Midfielder,Chelsea,175,73,102,Spain,6,4,2,0,0,0,0,0,0,0,0,3,2,1,1,0
Charlie Austin,31,1989/07/05,Premier League,2018/2019,Forward,Southampton,980,454,526,England,25,13,12,2,1,1,2,1,1,0,1,6,3,3,1,0
Charlie Daniels,34,1986/09/07,Premier League,2018/2019,Defender,AFC Bournemouth,1583,803,780,England,21,11,10,1,1,0,0,0,0,0,0,6,4,2,4,0
Charlie Taylor,27,1993/09/18,Premier League,2018/2019,Defender,Burnley,3240,1636,1604,England,38,19,19,0,0,0,1,1,0,0,0,8,5,3,2,0
Cheikhou Kouyaté,31,1989/12/21,Premier League,2018/2019,Midfielder,Crystal Palace,1897,865,1032,Senegal,31,14,17,0,0,0,2,1,1,0,0,11,6,5,3,0
Chris Löwe,31,1989/04/16,Premier League,2018/2019,Defender,Huddersfield Town,2056,932,1124,Germany,29,15,14,0,0,0,2,1,1,0,0,1,1,0,2,0
Chris Mepham,23,1997/11/05,Premier League,2018/2019,Defender,AFC Bournemouth,849,436,413,Wales,13,6,7,0,0,0,1,0,1,0,0,3,1,2,1,0
Chris Smalling,31,1989/11/22,Premier League,2018/2019,Defender,Manchester United,2128,1138,990,England,24,13,11,1,0,1,0,0,0,0,0,4,2,2,1,0
Chris Wood,29,1991/12/07,Premier League,2018/2019,Forward,Burnley,2582,1330,1252,New Zealand,38,19,19,10,4,6,2,0,2,0,0,8,5,3,2,0
Christian Atsu Twasam,29,1992/01/10,Premier League,2018/2019,Midfielder,Newcastle United,1487,710,777,Ghana,28,13,15,1,1,0,0,0,0,0,0,8,3,5,2,0
Christian Benteke,30,1990/12/03,Premier League,2018/2019,Forward,Crystal Palace,813,526,287,Belgium,16,10,6,1,0,1,1,0,1,0,0,5,3,2,1,0
Christian Eriksen,29,1992/02/14,Premier League,2018/2019,Midfielder,Tottenham Hotspur,2772,1457,1315,Denmark,35,18,17,8,6,2,12,8,4,0,0,10,6,4,3,0
Christian Fuchs,34,1986/04/07,Premier League,2018/2019,Defender,Leicester City,206,90,116,Austria,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Kabasele,30,1991/02/24,Premier League,2018/2019,Defender,Watford,1587,957,630,Belgium,21,14,7,0,0,0,0,0,0,0,0,4,3,1,4,1
Christopher Schindler,30,1990/04/29,Premier League,2018/2019,Defender,Huddersfield Town,3262,1642,1620,Germany,37,19,18,1,0,1,0,0,0,0,0,5,3,2,6,1
Ciaran Clark,31,1989/09/26,Premier League,2018/2019,Defender,Newcastle United,857,416,441,Republic of Ireland,11,6,5,3,1,2,0,0,0,0,0,2,0,2,1,0
Claudio Andrés Bravo Muñoz,37,1983/04/13,Premier League,2018/2019,Goalkeeper,Manchester City,0,0,0,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collin Quaner,29,1991/06/18,Premier League,2018/2019,Forward,Huddersfield Town,37,9,28,Germany,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor Wickham,28,1993/03/31,Premier League,2018/2019,Forward,Crystal Palace,61,49,12,England,6,3,3,0,0,0,1,0,1,0,0,2,1,1,0,0
Conor Coady,28,1993/02/25,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,3420,1710,1710,England,38,19,19,0,0,0,0,0,0,0,0,9,7,2,5,0
Conor Coventry,21,2000/03/25,Premier League,2018/2019,Midfielder,West Ham United,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Cathcart,32,1989/02/06,Premier League,2018/2019,Defender,Watford,3099,1561,1538,Northern Ireland,36,18,18,3,1,2,0,0,0,0,0,6,3,3,2,0
Curtis Jones,20,2001/01/30,Premier League,2018/2019,Midfielder,Liverpool,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyrus Christie,28,1992/09/30,Premier League,2018/2019,Defender,Fulham,1943,1053,890,Republic of Ireland,28,15,13,0,0,0,1,1,0,0,0,5,3,2,7,0
Dale Stephens,31,1989/06/12,Premier League,2018/2019,Midfielder,Brighton & Hove Albion,2487,1191,1296,England,30,14,16,1,0,1,1,0,1,0,0,5,3,2,7,1
Damián Emiliano Martínez,28,1992/09/02,Premier League,2018/2019,Goalkeeper,Arsenal,0,0,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Burn,28,1992/05/09,Premier League,2018/2019,Defender,Brighton & Hove Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Gosling,31,1990/02/01,Premier League,2018/2019,Midfielder,AFC Bournemouth,1737,911,826,England,25,13,12,2,0,2,1,0,1,0,0,7,4,3,8,0
Daniel Amartey,26,1994/12/21,Premier League,2018/2019,Midfielder,Leicester City,640,307,333,Ghana,9,5,4,0,0,0,0,0,0,0,0,2,1,1,2,0
Daniel Sturridge,31,1989/09/01,Premier League,2018/2019,Forward,Liverpool,496,152,344,England,18,9,9,2,1,1,1,1,0,0,0,10,7,3,1,0
Daniel William John Ings,28,1992/07/23,Premier League,2018/2019,Forward,Southampton,1668,922,746,England,24,13,11,7,3,4,3,3,0,3,0,6,2,4,1,0
Daniel Williams,32,1989/03/08,Premier League,2018/2019,Midfielder,Huddersfield Town,93,13,80,USA,5,1,4,0,0,0,0,0,0,0,0,1,0,1,1,0
Danilo,29,1991/07/15,Premier League,2018/2019,Defender,Manchester City,806,450,356,Brazil,11,5,6,1,0,1,0,0,0,0,0,5,3,2,1,0
Danny Drinkwater,31,1990/03/05,Premier League,2018/2019,Midfielder,Chelsea,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Rose,30,1990/07/02,Premier League,2018/2019,Defender,Tottenham Hotspur,1806,969,837,England,26,13,13,0,0,0,3,1,2,0,0,10,7,3,5,0
Danny Simpson,34,1987/01/04,Premier League,2018/2019,Defender,Leicester City,291,26,265,England,6,2,4,0,0,0,0,0,0,0,0,3,1,2,0,0
Danny Ward,27,1993/06/22,Premier League,2018/2019,Goalkeeper,Leicester City,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Ward,30,1990/12/09,Premier League,2018/2019,Forward,Cardiff City,440,246,194,England,14,6,8,1,1,0,0,0,0,0,0,2,0,2,0,0
Danny Welbeck,30,1990/11/26,Premier League,2018/2019,Forward,Arsenal,147,47,100,England,8,4,4,1,1,0,1,0,1,0,0,2,2,0,0,0
Daryl Janmaat,31,1989/07/22,Premier League,2018/2019,Defender,Watford,1521,836,685,Netherlands,18,10,8,0,0,0,2,2,0,0,0,3,2,1,3,0
David Brooks,23,1997/07/08,Premier League,2018/2019,Forward,AFC Bournemouth,2278,1289,989,England,30,17,13,7,4,3,5,3,2,0,0,9,5,4,3,0
David Button,32,1989/02/27,Premier League,2018/2019,Goalkeeper,Brighton & Hove Albion,360,180,180,England,4,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0
David de Gea,30,1990/11/07,Premier League,2018/2019,Goalkeeper,Manchester United,3420,1710,1710,Spain,38,19,19,0,0,0,0,0,0,0,0,7,2,5,1,0
David Junior Hoilett,30,1990/06/05,Premier League,2018/2019,Forward,Cardiff City,2142,1008,1134,Canada,32,17,15,3,2,1,1,0,1,0,0,9,5,4,4,0
David Luiz,33,1987/04/22,Premier League,2018/2019,Defender,Chelsea,3239,1709,1530,Brazil,36,19,17,3,3,0,2,1,1,0,0,16,10,6,3,0
David Silva,35,1986/01/08,Premier League,2018/2019,Midfielder,Manchester City,2411,1088,1323,Spain,33,16,17,6,4,2,8,3,5,0,0,17,8,9,3,0
Davide Zappacosta,28,1992/06/11,Premier League,2018/2019,Defender,Chelsea,125,35,90,Italy,4,3,1,0,0,0,0,0,0,0,0,3,2,1,0,0
Davinson Sánchez Mina,24,1996/06/12,Premier League,2018/2019,Defender,Tottenham Hotspur,1943,873,1070,Colombia,23,10,13,1,1,0,1,0,1,0,0,6,3,3,2,0
Davy Pröpper,29,1991/09/02,Premier League,2018/2019,Midfielder,Brighton & Hove Albion,2551,1371,1180,Netherlands,30,16,14,1,0,1,1,0,1,0,0,5,4,1,2,0
DeAndre Yedlin,27,1993/07/09,Premier League,2018/2019,Defender,Newcastle United,2475,1313,1162,USA,29,16,13,1,0,1,2,1,1,0,0,6,4,2,7,1
Declan Rice,22,1999/01/14,Premier League,2018/2019,Midfielder,West Ham United,3005,1440,1565,Republic of Ireland,34,16,18,2,2,0,0,0,0,0,0,6,3,3,4,0
Dejan Lovren,31,1989/07/05,Premier League,2018/2019,Defender,Liverpool,985,540,445,Croatia,13,7,6,1,1,0,0,0,0,0,0,6,3,3,1,0
Dele Alli,24,1996/04/11,Premier League,2018/2019,Midfielder,Tottenham Hotspur,1827,755,1072,England,25,11,14,5,1,4,3,2,1,0,0,7,3,4,4,0
Demarai Gray,24,1996/06/28,Premier League,2018/2019,Midfielder,Leicester City,1992,1069,923,England,34,17,17,4,1,3,1,1,0,0,0,8,5,3,2,0
Demeaco Duhaney,22,1998/10/13,Premier League,2018/2019,Defender,Huddersfield Town,46,46,0,England,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Denis Odoi,32,1988/05/27,Premier League,2018/2019,Defender,Fulham,2593,1153,1440,Belgium,31,15,16,0,0,0,1,0,1,0,0,5,3,2,4,0
Denis Suárez,27,1994/01/06,Premier League,2018/2019,Midfielder,Arsenal,67,29,38,Spain,4,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0
Diego Rico,28,1993/02/23,Premier League,2018/2019,Defender,AFC Bournemouth,607,148,459,Spain,12,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0
Diogo José Teixeira da Silva,24,1996/12/04,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,2371,1210,1161,Portugal,33,16,17,9,7,2,5,3,2,0,0,9,7,2,11,0
